timestamp,cluster_id,namespace,deployment_name,service_name,pod_name,container_name,node_name,workload_type,version,cpu_usage_mcores,cpu_limit_mcores,memory_usage_mb,memory_limit_mb,memory_working_set_mb,network_rx_kbps,network_tx_kbps,disk_read_kbps,disk_write_kbps,request_rate_rps,error_rate_rps,latency_p50_ms,latency_p95_ms,restart_count,pod_phase,ready,deployment_age_minutes,scenario_tag,event_hint
2026-07-13T09:00:58+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,295.72,1000,417.59,1024,394.96,729.51,338.39,36.82,47.35,102.85,0.0,79.17,149.6,0,Running,True,1498,memory_leak_after_deployment,
2026-07-13T09:00:59+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,313.26,1000,421.44,1024,384.3,491.72,219.53,7.37,34.31,88.73,0.36,81.02,156.68,0,Running,True,1499,memory_leak_after_deployment,
2026-07-13T09:01:00+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,406.2,1000,428.09,1024,394.15,347.52,410.15,10.09,6.62,90.77,0.09,79.61,144.65,0,Running,True,1500,memory_leak_after_deployment,
2026-07-13T09:01:01+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,307.04,1000,414.24,1024,358.16,745.99,493.78,15.62,46.01,101.11,0.0,92.57,153.99,0,Running,True,1501,memory_leak_after_deployment,
2026-07-13T09:01:02+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,321.34,1000,423.38,1024,395.88,577.13,414.71,10.32,15.34,98.39,0.06,75.86,147.42,0,Running,True,1502,memory_leak_after_deployment,
2026-07-13T09:01:03+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,312.46,1000,413.12,1024,346.37,260.48,414.19,26.59,38.31,83.54,0.27,80.31,177.96,0,Running,True,1503,memory_leak_after_deployment,
2026-07-13T09:01:04+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,304.19,1000,428.55,1024,388.15,524.81,248.64,5.91,9.37,92.34,0.51,100.54,160.11,0,Running,True,1504,memory_leak_after_deployment,
2026-07-13T09:01:05+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,318.4,1000,422.06,1024,392.17,379.86,478.43,21.41,40.73,105.42,0.0,68.74,129.21,0,Running,True,1505,memory_leak_after_deployment,
2026-07-13T09:01:06+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,307.87,1000,420.17,1024,355.36,480.03,346.25,10.73,17.45,101.2,0.0,78.74,168.36,0,Running,True,1506,memory_leak_after_deployment,
2026-07-13T09:01:07+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,332.08,1000,421.98,1024,370.16,804.9,522.37,38.26,17.24,109.37,0.1,96.86,146.16,0,Running,True,1507,memory_leak_after_deployment,
2026-07-13T09:01:08+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,304.56,1000,416.56,1024,380.73,384.25,256.67,11.2,57.51,98.2,0.19,95.98,173.18,0,Running,True,1508,memory_leak_after_deployment,
2026-07-13T09:01:09+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,355.88,1000,405.65,1024,357.58,497.7,350.1,35.34,53.82,86.15,0.18,82.6,168.34,0,Running,True,1509,memory_leak_after_deployment,
2026-07-13T09:01:10+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,357.95,1000,409.34,1024,360.16,580.51,341.87,33.85,44.61,89.41,0.0,77.02,121.42,0,Running,True,1510,memory_leak_after_deployment,
2026-07-13T09:01:11+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,371.76,1000,420.76,1024,368.24,902.92,464.3,23.77,40.28,124.95,0.02,93.99,157.47,0,Running,True,1511,memory_leak_after_deployment,
2026-07-13T09:01:12+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,325.76,1000,423.99,1024,389.47,329.26,241.55,20.99,53.28,103.76,0.11,80.69,153.22,0,Running,True,1512,memory_leak_after_deployment,
2026-07-13T09:01:13+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,351.03,1000,419.53,1024,395.57,381.67,335.92,39.43,7.16,92.96,0.0,100.3,173.95,0,Running,True,1513,memory_leak_after_deployment,
2026-07-13T09:01:14+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,333.93,1000,430.79,1024,376.61,676.11,512.89,11.64,29.18,104.93,0.2,98.08,120.88,0,Running,True,1514,memory_leak_after_deployment,
2026-07-13T09:01:15+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,361.71,1000,409.48,1024,386.47,647.05,285.29,10.83,21.19,99.83,0.0,74.97,143.01,0,Running,True,1515,memory_leak_after_deployment,
2026-07-13T09:01:16+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,378.68,1000,408.78,1024,387.8,623.04,480.8,21.23,40.54,102.06,0.0,89.7,170.32,0,Running,True,1516,memory_leak_after_deployment,
2026-07-13T09:01:17+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,356.9,1000,427.57,1024,356.02,508.77,245.94,25.49,54.19,96.85,0.0,91.15,143.51,0,Running,True,1517,memory_leak_after_deployment,
2026-07-13T09:01:18+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,342.49,1000,419.96,1024,376.49,520.22,324.04,5.87,29.95,109.09,0.0,90.72,148.79,0,Running,True,1518,memory_leak_after_deployment,
2026-07-13T09:01:19+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,350.75,1000,425.66,1024,402.47,817.12,540.13,8.16,22.82,116.22,0.27,96.58,183.05,0,Running,True,1519,memory_leak_after_deployment,
2026-07-13T09:01:20+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,334.8,1000,422.33,1024,384.66,681.63,273.9,30.66,10.02,109.91,0.15,82.97,162.48,0,Running,True,1520,memory_leak_after_deployment,
2026-07-13T09:01:21+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,315.79,1000,419.72,1024,385.67,664.62,256.15,29.75,44.98,113.55,0.01,101.42,123.91,0,Running,True,1521,memory_leak_after_deployment,
2026-07-13T09:01:22+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,334.99,1000,415.55,1024,397.48,645.95,278.36,24.26,7.41,112.25,0.08,87.72,133.91,0,Running,True,1522,memory_leak_after_deployment,
2026-07-13T09:01:23+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,341.32,1000,410.74,1024,346.64,408.89,418.46,35.19,13.92,90.7,0.0,89.01,135.32,0,Running,True,1523,memory_leak_after_deployment,
2026-07-13T09:01:24+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,360.85,1000,432.84,1024,363.69,574.58,191.54,15.78,45.16,88.93,0.0,66.71,138.91,0,Running,True,1524,memory_leak_after_deployment,
2026-07-13T09:01:25+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,325.57,1000,426.13,1024,406.76,457.85,270.7,36.45,57.82,106.49,0.0,91.38,143.01,0,Running,True,1525,memory_leak_after_deployment,
2026-07-13T09:01:26+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,332.56,1000,420.1,1024,344.69,589.97,186.45,22.42,32.43,91.55,0.0,92.74,160.18,0,Running,True,1526,memory_leak_after_deployment,
2026-07-13T09:01:27+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,341.63,1000,428.4,1024,399.72,595.27,361.19,12.59,41.27,103.78,0.0,82.84,152.51,0,Running,True,1527,memory_leak_after_deployment,
2026-07-13T09:01:28+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,349.5,1000,435.62,1024,384.88,577.79,440.56,5.23,53.52,115.83,0.12,79.67,156.9,0,Running,True,1528,memory_leak_after_deployment,
2026-07-13T09:01:29+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,314.43,1000,421.89,1024,362.38,578.52,442.69,12.27,15.17,99.25,0.0,97.84,115.55,0,Running,True,1529,memory_leak_after_deployment,
2026-07-13T09:01:30+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,314.51,1000,429.65,1024,355.62,414.68,221.03,6.14,36.8,90.73,0.24,91.56,179.12,0,Running,True,1530,memory_leak_after_deployment,
2026-07-13T09:01:31+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,379.25,1000,426.41,1024,385.67,482.3,243.09,8.81,59.66,107.42,0.0,87.74,175.38,0,Running,True,1531,memory_leak_after_deployment,
2026-07-13T09:01:32+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,320.7,1000,413.76,1024,348.63,427.65,397.98,29.49,36.48,99.93,0.0,86.1,119.05,0,Running,True,1532,memory_leak_after_deployment,
2026-07-13T09:01:33+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,353.48,1000,420.42,1024,377.84,723.65,418.34,17.61,6.97,98.48,0.34,74.32,179.47,0,Running,True,1533,memory_leak_after_deployment,
2026-07-13T09:01:34+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,297.73,1000,425.4,1024,394.6,561.13,591.37,33.71,46.71,126.02,0.0,77.98,127.67,0,Running,True,1534,memory_leak_after_deployment,
2026-07-13T09:01:35+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,332.05,1000,418.24,1024,392.34,340.69,353.14,9.27,52.27,103.49,0.0,90.07,146.02,0,Running,True,1535,memory_leak_after_deployment,
2026-07-13T09:01:36+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,331.56,1000,404.52,1024,350.35,399.37,216.0,12.32,8.2,82.14,0.07,77.38,157.0,0,Running,True,1536,memory_leak_after_deployment,
2026-07-13T09:01:37+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,314.28,1000,430.51,1024,387.46,827.82,400.87,8.07,44.82,111.76,0.0,99.03,146.43,0,Running,True,1537,memory_leak_after_deployment,
2026-07-13T09:01:38+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,349.59,1000,413.28,1024,373.88,646.96,407.18,19.95,51.63,98.82,0.0,81.18,152.2,0,Running,True,1538,memory_leak_after_deployment,
2026-07-13T09:01:39+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,292.96,1000,430.74,1024,368.86,574.32,397.71,37.45,38.79,102.78,0.12,86.92,178.45,0,Running,True,1539,memory_leak_after_deployment,
2026-07-13T09:01:40+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,330.7,1000,419.41,1024,373.06,676.38,376.15,33.28,53.6,107.68,0.02,81.94,162.59,0,Running,True,1540,memory_leak_after_deployment,
2026-07-13T09:01:41+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,321.45,1000,414.78,1024,353.63,422.07,252.89,9.14,30.57,97.99,0.27,60.04,164.18,0,Running,True,1541,memory_leak_after_deployment,
2026-07-13T09:01:42+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,298.31,1000,420.27,1024,391.5,664.79,275.86,26.54,27.8,105.21,0.1,90.0,106.69,0,Running,True,1542,memory_leak_after_deployment,
2026-07-13T09:01:43+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,318.61,1000,430.93,1024,356.11,495.97,479.13,12.43,40.23,108.45,0.15,78.43,167.11,0,Running,True,1543,memory_leak_after_deployment,
2026-07-13T09:01:44+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,289.78,1000,416.92,1024,382.15,466.63,248.07,15.51,35.25,112.58,0.0,78.16,145.74,0,Running,True,1544,memory_leak_after_deployment,
2026-07-13T09:01:45+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,333.17,1000,422.18,1024,391.52,376.54,321.61,18.86,36.29,107.21,0.0,79.06,150.91,0,Running,True,1545,memory_leak_after_deployment,
2026-07-13T09:01:46+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,331.87,1000,435.18,1024,415.35,754.12,288.72,34.18,55.73,111.82,0.01,81.15,148.67,0,Running,True,1546,memory_leak_after_deployment,
2026-07-13T09:01:47+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,347.26,1000,418.65,1024,371.38,586.89,240.76,9.75,13.55,114.29,0.07,94.71,136.71,0,Running,True,1547,memory_leak_after_deployment,
2026-07-13T09:01:48+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,318.54,1000,416.68,1024,368.55,724.6,492.75,21.19,49.78,105.11,0.0,90.84,136.24,0,Running,True,1548,memory_leak_after_deployment,
2026-07-13T09:01:49+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,348.86,1000,420.34,1024,399.28,275.02,301.33,24.77,42.3,84.57,0.42,84.01,122.91,0,Running,True,1549,memory_leak_after_deployment,
2026-07-13T09:01:50+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,334.67,1000,421.26,1024,378.18,313.46,379.32,16.61,55.39,101.63,0.2,91.57,161.34,0,Running,True,1550,memory_leak_after_deployment,
2026-07-13T09:01:51+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,331.59,1000,423.6,1024,394.55,387.85,287.88,34.43,23.65,117.6,0.0,86.12,154.17,0,Running,True,1551,memory_leak_after_deployment,
2026-07-13T09:01:52+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,315.55,1000,426.51,1024,372.14,471.53,217.95,26.2,15.31,87.25,0.03,87.34,180.28,0,Running,True,1552,memory_leak_after_deployment,
2026-07-13T09:01:53+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,358.45,1000,409.84,1024,342.77,799.5,358.62,35.02,44.04,122.61,0.0,74.67,145.67,0,Running,True,1553,memory_leak_after_deployment,
2026-07-13T09:01:54+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,345.6,1000,420.11,1024,360.46,329.23,449.7,18.01,50.62,97.1,0.31,77.02,126.36,0,Running,True,1554,memory_leak_after_deployment,
2026-07-13T09:01:55+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,284.42,1000,428.85,1024,369.83,538.41,253.5,18.1,7.06,100.39,0.62,86.77,142.18,0,Running,True,1555,memory_leak_after_deployment,
2026-07-13T09:01:56+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,332.1,1000,419.54,1024,355.89,353.59,364.07,32.97,54.77,103.49,0.13,77.08,185.36,0,Running,True,1556,memory_leak_after_deployment,
2026-07-13T09:01:57+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,348.65,1000,421.96,1024,355.11,437.93,333.52,35.59,22.07,96.66,0.26,83.72,161.86,0,Running,True,1557,memory_leak_after_deployment,
2026-07-13T09:01:58+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,311.47,1000,412.54,1024,357.18,697.48,247.66,39.38,33.39,107.92,0.0,78.17,141.42,0,Running,True,1558,memory_leak_after_deployment,
2026-07-13T09:01:59+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,319.22,1000,425.59,1024,408.13,396.07,212.97,18.57,52.56,100.95,0.0,69.67,126.56,0,Running,True,1559,memory_leak_after_deployment,
2026-07-13T09:02:00+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,316.74,1000,422.69,1024,353.46,488.24,236.62,34.68,52.95,110.98,0.19,91.33,188.66,0,Running,True,1560,memory_leak_after_deployment,
2026-07-13T09:02:01+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,346.29,1000,419.34,1024,363.42,678.04,223.64,31.82,46.01,96.84,0.49,102.34,160.57,0,Running,True,1561,memory_leak_after_deployment,
2026-07-13T09:02:02+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,361.33,1000,423.09,1024,348.27,644.79,393.77,12.34,16.03,100.54,0.0,91.99,154.41,0,Running,True,1562,memory_leak_after_deployment,
2026-07-13T09:02:03+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,314.14,1000,421.46,1024,362.51,469.53,375.81,28.49,20.0,87.03,0.05,92.38,149.64,0,Running,True,1563,memory_leak_after_deployment,
2026-07-13T09:02:04+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,316.74,1000,431.49,1024,363.34,325.68,451.67,24.59,10.63,92.65,0.0,84.34,166.86,0,Running,True,1564,memory_leak_after_deployment,
2026-07-13T09:02:05+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,360.88,1000,413.8,1024,370.75,648.21,333.23,38.01,49.22,118.46,0.0,95.0,133.98,0,Running,True,1565,memory_leak_after_deployment,
2026-07-13T09:02:06+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,353.8,1000,428.6,1024,385.9,410.8,319.66,36.23,34.73,108.94,0.0,61.37,141.45,0,Running,True,1566,memory_leak_after_deployment,
2026-07-13T09:02:07+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,310.29,1000,414.99,1024,343.24,321.0,482.95,6.77,26.1,102.54,0.0,78.4,133.94,0,Running,True,1567,memory_leak_after_deployment,
2026-07-13T09:02:08+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,354.93,1000,414.28,1024,344.7,456.27,394.05,36.19,39.62,95.78,0.0,81.35,159.1,0,Running,True,1568,memory_leak_after_deployment,
2026-07-13T09:02:09+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,265.79,1000,423.65,1024,388.32,551.09,337.6,16.63,15.9,110.08,0.29,77.46,139.81,0,Running,True,1569,memory_leak_after_deployment,
2026-07-13T09:02:10+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,314.4,1000,416.4,1024,385.66,685.44,230.72,37.3,47.04,103.2,0.0,76.06,180.71,0,Running,True,1570,memory_leak_after_deployment,
2026-07-13T09:02:11+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,356.79,1000,412.57,1024,371.11,356.33,459.42,29.45,10.35,104.25,0.0,90.08,150.88,0,Running,True,1571,memory_leak_after_deployment,
2026-07-13T09:02:12+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,335.27,1000,416.36,1024,359.5,620.59,452.25,21.47,57.11,105.19,0.14,94.85,162.47,0,Running,True,1572,memory_leak_after_deployment,
2026-07-13T09:02:13+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,319.73,1000,408.99,1024,343.61,886.69,349.87,17.72,15.08,126.12,0.14,104.39,180.29,0,Running,True,1573,memory_leak_after_deployment,
2026-07-13T09:02:14+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,335.96,1000,421.93,1024,400.17,451.7,461.36,16.37,31.81,100.68,0.0,85.14,174.79,0,Running,True,1574,memory_leak_after_deployment,
2026-07-13T09:02:15+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,338.05,1000,415.2,1024,344.27,379.39,371.6,34.6,20.52,108.15,0.0,81.39,134.68,0,Running,True,1575,memory_leak_after_deployment,
2026-07-13T09:02:16+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,301.7,1000,413.42,1024,359.18,520.55,328.38,19.2,44.29,93.19,0.28,78.53,159.53,0,Running,True,1576,memory_leak_after_deployment,
2026-07-13T09:02:17+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,353.77,1000,415.98,1024,347.33,615.61,247.55,15.57,30.35,111.88,0.17,87.97,151.43,0,Running,True,1577,memory_leak_after_deployment,
2026-07-13T09:02:18+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,369.68,1000,410.47,1024,370.52,383.84,257.34,10.57,31.53,94.23,0.13,93.87,145.0,0,Running,True,1578,memory_leak_after_deployment,
2026-07-13T09:02:19+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,344.4,1000,428.3,1024,355.17,453.62,470.34,20.09,58.91,115.22,0.0,74.71,143.9,0,Running,True,1579,memory_leak_after_deployment,
2026-07-13T09:02:20+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,329.16,1000,421.67,1024,379.25,441.12,396.67,11.06,41.83,97.17,0.0,88.76,188.5,0,Running,True,1580,memory_leak_after_deployment,
2026-07-13T09:02:21+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,340.52,1000,423.71,1024,391.3,652.91,474.69,9.0,37.78,105.25,0.08,92.69,161.31,0,Running,True,1581,memory_leak_after_deployment,
2026-07-13T09:02:22+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,310.54,1000,417.5,1024,361.37,337.8,327.61,15.78,27.32,98.21,0.06,82.66,159.6,0,Running,True,1582,memory_leak_after_deployment,
2026-07-13T09:02:23+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,344.63,1000,423.51,1024,382.75,675.73,420.8,33.7,23.01,111.05,0.02,74.58,147.02,0,Running,True,1583,memory_leak_after_deployment,
2026-07-13T09:02:24+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,288.05,1000,420.35,1024,382.65,366.47,296.7,9.86,36.94,111.84,0.03,88.14,178.01,0,Running,True,1584,memory_leak_after_deployment,
2026-07-13T09:02:25+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,338.53,1000,414.96,1024,384.13,658.54,423.34,28.13,29.91,99.11,0.0,78.82,182.98,0,Running,True,1585,memory_leak_after_deployment,
2026-07-13T09:02:26+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,340.85,1000,417.0,1024,358.95,485.63,281.23,12.2,53.26,84.16,0.24,94.13,158.29,0,Running,True,1586,memory_leak_after_deployment,
2026-07-13T09:02:27+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,334.22,1000,418.18,1024,360.46,782.97,480.97,37.15,56.52,119.09,0.0,91.26,136.59,0,Running,True,1587,memory_leak_after_deployment,
2026-07-13T09:02:28+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d1,payment-api,worker-01,Deployment,v2.2.9,320.29,1000,419.84,1024,386.46,684.41,477.95,25.4,38.63,96.15,0.0,75.93,171.53,0,Running,True,1588,memory_leak_after_deployment,
