feature_id,timestamp,pod_name,service_name,label_memory_breach_next_30s,target_memory_mb_30s,target_memory_ratio_30s,actual_breach_within_30s,first_breach_second_offset
catalog-api-9b2e1_508,2026-07-13T09:08:28+00:00,catalog-api-9b2e1,catalog-api,0,320.29,0.5005,0,
catalog-api-9b2e1_509,2026-07-13T09:08:29+00:00,catalog-api-9b2e1,catalog-api,0,339.09,0.5298,0,
catalog-api-9b2e1_510,2026-07-13T09:08:30+00:00,catalog-api-9b2e1,catalog-api,0,324.11,0.5064,0,
catalog-api-9b2e1_511,2026-07-13T09:08:31+00:00,catalog-api-9b2e1,catalog-api,0,326.67,0.5104,0,
catalog-api-9b2e1_512,2026-07-13T09:08:32+00:00,catalog-api-9b2e1,catalog-api,0,338.03,0.5282,0,
catalog-api-9b2e1_513,2026-07-13T09:08:33+00:00,catalog-api-9b2e1,catalog-api,0,335.66,0.5245,0,
catalog-api-9b2e1_514,2026-07-13T09:08:34+00:00,catalog-api-9b2e1,catalog-api,0,314.83,0.4919,0,
catalog-api-9b2e1_515,2026-07-13T09:08:35+00:00,catalog-api-9b2e1,catalog-api,0,326.83,0.5107,0,
catalog-api-9b2e1_516,2026-07-13T09:08:36+00:00,catalog-api-9b2e1,catalog-api,0,296.03,0.4625,0,
catalog-api-9b2e1_517,2026-07-13T09:08:37+00:00,catalog-api-9b2e1,catalog-api,0,347.11,0.5424,0,
catalog-api-9b2e1_518,2026-07-13T09:08:38+00:00,catalog-api-9b2e1,catalog-api,0,306.23,0.4785,0,
catalog-api-9b2e1_519,2026-07-13T09:08:39+00:00,catalog-api-9b2e1,catalog-api,0,323.21,0.505,0,
catalog-api-9b2e1_520,2026-07-13T09:08:40+00:00,catalog-api-9b2e1,catalog-api,0,332.27,0.5192,0,
catalog-api-9b2e1_521,2026-07-13T09:08:41+00:00,catalog-api-9b2e1,catalog-api,0,325.23,0.5082,0,
catalog-api-9b2e1_522,2026-07-13T09:08:42+00:00,catalog-api-9b2e1,catalog-api,0,318.03,0.4969,0,
catalog-api-9b2e1_523,2026-07-13T09:08:43+00:00,catalog-api-9b2e1,catalog-api,0,316.66,0.4948,0,
catalog-api-9b2e1_524,2026-07-13T09:08:44+00:00,catalog-api-9b2e1,catalog-api,0,328.56,0.5134,0,
catalog-api-9b2e1_525,2026-07-13T09:08:45+00:00,catalog-api-9b2e1,catalog-api,0,321.81,0.5028,0,
catalog-api-9b2e1_526,2026-07-13T09:08:46+00:00,catalog-api-9b2e1,catalog-api,0,309.68,0.4839,0,
catalog-api-9b2e1_527,2026-07-13T09:08:47+00:00,catalog-api-9b2e1,catalog-api,0,334.52,0.5227,0,
catalog-api-9b2e1_528,2026-07-13T09:08:48+00:00,catalog-api-9b2e1,catalog-api,0,311.68,0.487,0,
catalog-api-9b2e1_529,2026-07-13T09:08:49+00:00,catalog-api-9b2e1,catalog-api,0,322.81,0.5044,0,
catalog-api-9b2e1_530,2026-07-13T09:08:50+00:00,catalog-api-9b2e1,catalog-api,0,315.51,0.493,0,
catalog-api-9b2e1_531,2026-07-13T09:08:51+00:00,catalog-api-9b2e1,catalog-api,0,309.7,0.4839,0,
catalog-api-9b2e1_532,2026-07-13T09:08:52+00:00,catalog-api-9b2e1,catalog-api,0,322.66,0.5042,0,
catalog-api-9b2e1_533,2026-07-13T09:08:53+00:00,catalog-api-9b2e1,catalog-api,0,304.84,0.4763,0,
catalog-api-9b2e1_534,2026-07-13T09:08:54+00:00,catalog-api-9b2e1,catalog-api,0,321.98,0.5031,0,
catalog-api-9b2e1_535,2026-07-13T09:08:55+00:00,catalog-api-9b2e1,catalog-api,0,318.84,0.4982,0,
catalog-api-9b2e1_536,2026-07-13T09:08:56+00:00,catalog-api-9b2e1,catalog-api,0,308.32,0.4818,0,
catalog-api-9b2e1_537,2026-07-13T09:08:57+00:00,catalog-api-9b2e1,catalog-api,0,322.55,0.504,0,
catalog-api-9b2e1_538,2026-07-13T09:08:58+00:00,catalog-api-9b2e1,catalog-api,0,304.92,0.4764,0,
catalog-api-9b2e1_539,2026-07-13T09:08:59+00:00,catalog-api-9b2e1,catalog-api,0,298.19,0.4659,0,
catalog-api-9b2e1_540,2026-07-13T09:09:00+00:00,catalog-api-9b2e1,catalog-api,0,309.56,0.4837,0,
catalog-api-9b2e1_541,2026-07-13T09:09:01+00:00,catalog-api-9b2e1,catalog-api,0,303.62,0.4744,0,
catalog-api-9b2e1_542,2026-07-13T09:09:02+00:00,catalog-api-9b2e1,catalog-api,0,315.38,0.4928,0,
catalog-api-9b2e1_543,2026-07-13T09:09:03+00:00,catalog-api-9b2e1,catalog-api,0,328.22,0.5128,0,
catalog-api-9b2e1_544,2026-07-13T09:09:04+00:00,catalog-api-9b2e1,catalog-api,0,310.33,0.4849,0,
catalog-api-9b2e1_545,2026-07-13T09:09:05+00:00,catalog-api-9b2e1,catalog-api,0,315.6,0.4931,0,
catalog-api-9b2e1_546,2026-07-13T09:09:06+00:00,catalog-api-9b2e1,catalog-api,0,327.1,0.5111,0,
catalog-api-9b2e1_547,2026-07-13T09:09:07+00:00,catalog-api-9b2e1,catalog-api,0,323.87,0.506,0,
catalog-api-9b2e1_548,2026-07-13T09:09:08+00:00,catalog-api-9b2e1,catalog-api,0,309.64,0.4838,0,
catalog-api-9b2e1_549,2026-07-13T09:09:09+00:00,catalog-api-9b2e1,catalog-api,0,308.23,0.4816,0,
catalog-api-9b2e1_550,2026-07-13T09:09:10+00:00,catalog-api-9b2e1,catalog-api,0,323.6,0.5056,0,
catalog-api-9b2e1_551,2026-07-13T09:09:11+00:00,catalog-api-9b2e1,catalog-api,0,328.65,0.5135,0,
catalog-api-9b2e1_552,2026-07-13T09:09:12+00:00,catalog-api-9b2e1,catalog-api,0,342.07,0.5345,0,
catalog-api-9b2e1_553,2026-07-13T09:09:13+00:00,catalog-api-9b2e1,catalog-api,0,324.93,0.5077,0,
catalog-api-9b2e1_554,2026-07-13T09:09:14+00:00,catalog-api-9b2e1,catalog-api,0,339.85,0.531,0,
catalog-api-9b2e1_555,2026-07-13T09:09:15+00:00,catalog-api-9b2e1,catalog-api,0,305.77,0.4778,0,
catalog-api-9b2e1_556,2026-07-13T09:09:16+00:00,catalog-api-9b2e1,catalog-api,0,325.08,0.5079,0,
catalog-api-9b2e1_557,2026-07-13T09:09:17+00:00,catalog-api-9b2e1,catalog-api,0,328.04,0.5126,0,
catalog-api-9b2e1_558,2026-07-13T09:09:18+00:00,catalog-api-9b2e1,catalog-api,0,298.2,0.4659,0,
catalog-api-9b2e1_559,2026-07-13T09:09:19+00:00,catalog-api-9b2e1,catalog-api,0,319.28,0.4989,0,
catalog-api-9b2e1_560,2026-07-13T09:09:20+00:00,catalog-api-9b2e1,catalog-api,0,318.18,0.4972,0,
catalog-api-9b2e1_561,2026-07-13T09:09:21+00:00,catalog-api-9b2e1,catalog-api,0,315.68,0.4933,0,
catalog-api-9b2e1_562,2026-07-13T09:09:22+00:00,catalog-api-9b2e1,catalog-api,0,321.06,0.5017,0,
catalog-api-9b2e1_563,2026-07-13T09:09:23+00:00,catalog-api-9b2e1,catalog-api,0,321.25,0.502,0,
catalog-api-9b2e1_564,2026-07-13T09:09:24+00:00,catalog-api-9b2e1,catalog-api,0,326.07,0.5095,0,
catalog-api-9b2e1_565,2026-07-13T09:09:25+00:00,catalog-api-9b2e1,catalog-api,0,323.58,0.5056,0,
catalog-api-9b2e1_566,2026-07-13T09:09:26+00:00,catalog-api-9b2e1,catalog-api,0,318.7,0.498,0,
catalog-api-9b2e1_567,2026-07-13T09:09:27+00:00,catalog-api-9b2e1,catalog-api,0,338.42,0.5288,0,
catalog-api-9b2e1_568,2026-07-13T09:09:28+00:00,catalog-api-9b2e1,catalog-api,0,308.54,0.4821,0,
catalog-api-9b2e1_569,2026-07-13T09:09:29+00:00,catalog-api-9b2e1,catalog-api,0,304.92,0.4764,0,
catalog-api-9b2e1_570,2026-07-13T09:09:30+00:00,catalog-api-9b2e1,catalog-api,0,330.66,0.5167,0,
catalog-api-9b2e1_571,2026-07-13T09:09:31+00:00,catalog-api-9b2e1,catalog-api,0,327.66,0.512,0,
catalog-api-9b2e1_572,2026-07-13T09:09:32+00:00,catalog-api-9b2e1,catalog-api,0,313.05,0.4891,0,
catalog-api-9b2e1_573,2026-07-13T09:09:33+00:00,catalog-api-9b2e1,catalog-api,0,324.72,0.5074,0,
catalog-api-9b2e1_574,2026-07-13T09:09:34+00:00,catalog-api-9b2e1,catalog-api,0,337.36,0.5271,0,
catalog-api-9b2e1_575,2026-07-13T09:09:35+00:00,catalog-api-9b2e1,catalog-api,0,328.13,0.5127,0,
catalog-api-9b2e1_576,2026-07-13T09:09:36+00:00,catalog-api-9b2e1,catalog-api,0,301.91,0.4717,0,
catalog-api-9b2e1_577,2026-07-13T09:09:37+00:00,catalog-api-9b2e1,catalog-api,0,331.02,0.5172,0,
catalog-api-9b2e1_578,2026-07-13T09:09:38+00:00,catalog-api-9b2e1,catalog-api,0,327.81,0.5122,0,
catalog-api-9b2e1_579,2026-07-13T09:09:39+00:00,catalog-api-9b2e1,catalog-api,0,323.78,0.5059,0,
catalog-api-9b2e1_580,2026-07-13T09:09:40+00:00,catalog-api-9b2e1,catalog-api,0,309.01,0.4828,0,
catalog-api-9b2e1_581,2026-07-13T09:09:41+00:00,catalog-api-9b2e1,catalog-api,0,331.18,0.5175,0,
catalog-api-9b2e1_582,2026-07-13T09:09:42+00:00,catalog-api-9b2e1,catalog-api,0,342.72,0.5355,0,
catalog-api-9b2e1_583,2026-07-13T09:09:43+00:00,catalog-api-9b2e1,catalog-api,0,324.43,0.5069,0,
catalog-api-9b2e1_584,2026-07-13T09:09:44+00:00,catalog-api-9b2e1,catalog-api,0,307.41,0.4803,0,
catalog-api-9b2e1_585,2026-07-13T09:09:45+00:00,catalog-api-9b2e1,catalog-api,0,307.42,0.4803,0,
catalog-api-9b2e1_586,2026-07-13T09:09:46+00:00,catalog-api-9b2e1,catalog-api,0,321.18,0.5018,0,
catalog-api-9b2e1_587,2026-07-13T09:09:47+00:00,catalog-api-9b2e1,catalog-api,0,309.79,0.484,0,
catalog-api-9b2e1_588,2026-07-13T09:09:48+00:00,catalog-api-9b2e1,catalog-api,0,307.16,0.4799,0,
catalog-api-9b2e1_589,2026-07-13T09:09:49+00:00,catalog-api-9b2e1,catalog-api,0,328.41,0.5131,0,
catalog-api-9b2e1_590,2026-07-13T09:09:50+00:00,catalog-api-9b2e1,catalog-api,0,298.6,0.4666,0,
catalog-api-9b2e1_591,2026-07-13T09:09:51+00:00,catalog-api-9b2e1,catalog-api,0,313.36,0.4896,0,
catalog-api-9b2e1_592,2026-07-13T09:09:52+00:00,catalog-api-9b2e1,catalog-api,0,326.26,0.5098,0,
catalog-api-9b2e1_593,2026-07-13T09:09:53+00:00,catalog-api-9b2e1,catalog-api,0,337.21,0.5269,0,
catalog-api-9b2e1_594,2026-07-13T09:09:54+00:00,catalog-api-9b2e1,catalog-api,0,312.36,0.4881,0,
catalog-api-9b2e1_595,2026-07-13T09:09:55+00:00,catalog-api-9b2e1,catalog-api,0,315.26,0.4926,0,
catalog-api-9b2e1_596,2026-07-13T09:09:56+00:00,catalog-api-9b2e1,catalog-api,0,314.85,0.492,0,
catalog-api-9b2e1_597,2026-07-13T09:09:57+00:00,catalog-api-9b2e1,catalog-api,0,302.48,0.4726,0,
catalog-api-9b2e1_598,2026-07-13T09:09:58+00:00,catalog-api-9b2e1,catalog-api,0,336.54,0.5258,0,
catalog-api-9b2e1_599,2026-07-13T09:09:59+00:00,catalog-api-9b2e1,catalog-api,0,334.8,0.5231,0,
catalog-api-9b2e1_600,2026-07-13T09:10:00+00:00,catalog-api-9b2e1,catalog-api,0,304.2,0.4753,0,
catalog-api-9b2e1_601,2026-07-13T09:10:01+00:00,catalog-api-9b2e1,catalog-api,0,320.63,0.501,0,
catalog-api-9b2e1_602,2026-07-13T09:10:02+00:00,catalog-api-9b2e1,catalog-api,0,323.02,0.5047,0,
catalog-api-9b2e1_603,2026-07-13T09:10:03+00:00,catalog-api-9b2e1,catalog-api,0,333.83,0.5216,0,
catalog-api-9b2e1_604,2026-07-13T09:10:04+00:00,catalog-api-9b2e1,catalog-api,0,302.02,0.4719,0,
catalog-api-9b2e1_605,2026-07-13T09:10:05+00:00,catalog-api-9b2e1,catalog-api,0,330.38,0.5162,0,
catalog-api-9b2e1_606,2026-07-13T09:10:06+00:00,catalog-api-9b2e1,catalog-api,0,317.91,0.4967,0,
catalog-api-9b2e1_607,2026-07-13T09:10:07+00:00,catalog-api-9b2e1,catalog-api,0,323.3,0.5052,0,
catalog-api-9b2e1_608,2026-07-13T09:10:08+00:00,catalog-api-9b2e1,catalog-api,0,324.71,0.5074,0,
catalog-api-9b2e1_609,2026-07-13T09:10:09+00:00,catalog-api-9b2e1,catalog-api,0,298.64,0.4666,0,
catalog-api-9b2e1_610,2026-07-13T09:10:10+00:00,catalog-api-9b2e1,catalog-api,0,313.73,0.4902,0,
catalog-api-9b2e1_611,2026-07-13T09:10:11+00:00,catalog-api-9b2e1,catalog-api,0,290.08,0.4532,0,
catalog-api-9b2e1_612,2026-07-13T09:10:12+00:00,catalog-api-9b2e1,catalog-api,0,326.12,0.5096,0,
catalog-api-9b2e1_613,2026-07-13T09:10:13+00:00,catalog-api-9b2e1,catalog-api,0,310.71,0.4855,0,
catalog-api-9b2e1_614,2026-07-13T09:10:14+00:00,catalog-api-9b2e1,catalog-api,0,333.3,0.5208,0,
catalog-api-9b2e1_615,2026-07-13T09:10:15+00:00,catalog-api-9b2e1,catalog-api,0,303.34,0.474,0,
catalog-api-9b2e1_616,2026-07-13T09:10:16+00:00,catalog-api-9b2e1,catalog-api,0,316.25,0.4941,0,
catalog-api-9b2e1_617,2026-07-13T09:10:17+00:00,catalog-api-9b2e1,catalog-api,0,326.75,0.5105,0,
catalog-api-9b2e1_618,2026-07-13T09:10:18+00:00,catalog-api-9b2e1,catalog-api,0,308.91,0.4827,0,
catalog-api-9b2e1_619,2026-07-13T09:10:19+00:00,catalog-api-9b2e1,catalog-api,0,313.44,0.4898,0,
catalog-api-9b2e1_620,2026-07-13T09:10:20+00:00,catalog-api-9b2e1,catalog-api,0,305.88,0.4779,0,
catalog-api-9b2e1_621,2026-07-13T09:10:21+00:00,catalog-api-9b2e1,catalog-api,0,314.12,0.4908,0,
catalog-api-9b2e1_622,2026-07-13T09:10:22+00:00,catalog-api-9b2e1,catalog-api,0,334.73,0.523,0,
catalog-api-9b2e1_623,2026-07-13T09:10:23+00:00,catalog-api-9b2e1,catalog-api,0,320.54,0.5008,0,
catalog-api-9b2e1_624,2026-07-13T09:10:24+00:00,catalog-api-9b2e1,catalog-api,0,327.44,0.5116,0,
catalog-api-9b2e1_625,2026-07-13T09:10:25+00:00,catalog-api-9b2e1,catalog-api,0,318.86,0.4982,0,
catalog-api-9b2e1_626,2026-07-13T09:10:26+00:00,catalog-api-9b2e1,catalog-api,0,326.79,0.5106,0,
catalog-api-9b2e1_627,2026-07-13T09:10:27+00:00,catalog-api-9b2e1,catalog-api,0,321.93,0.503,0,
catalog-api-9b2e1_628,2026-07-13T09:10:28+00:00,catalog-api-9b2e1,catalog-api,0,317.59,0.4962,0,
catalog-api-9b2e1_629,2026-07-13T09:10:29+00:00,catalog-api-9b2e1,catalog-api,0,323.24,0.5051,0,
catalog-api-9b2e1_630,2026-07-13T09:10:30+00:00,catalog-api-9b2e1,catalog-api,0,311.82,0.4872,0,
catalog-api-9b2e1_631,2026-07-13T09:10:31+00:00,catalog-api-9b2e1,catalog-api,0,313.38,0.4897,0,
catalog-api-9b2e1_632,2026-07-13T09:10:32+00:00,catalog-api-9b2e1,catalog-api,0,319.97,0.5,0,
catalog-api-9b2e1_633,2026-07-13T09:10:33+00:00,catalog-api-9b2e1,catalog-api,0,313.22,0.4894,0,
catalog-api-9b2e1_634,2026-07-13T09:10:34+00:00,catalog-api-9b2e1,catalog-api,0,335.6,0.5244,0,
catalog-api-9b2e1_635,2026-07-13T09:10:35+00:00,catalog-api-9b2e1,catalog-api,0,305.9,0.478,0,
catalog-api-9b2e1_636,2026-07-13T09:10:36+00:00,catalog-api-9b2e1,catalog-api,0,307.99,0.4812,0,
catalog-api-9b2e1_637,2026-07-13T09:10:37+00:00,catalog-api-9b2e1,catalog-api,0,314.39,0.4912,0,
catalog-api-9b2e1_638,2026-07-13T09:10:38+00:00,catalog-api-9b2e1,catalog-api,0,312.7,0.4886,0,
catalog-api-9b2e1_639,2026-07-13T09:10:39+00:00,catalog-api-9b2e1,catalog-api,0,316.54,0.4946,0,
catalog-api-9b2e1_640,2026-07-13T09:10:40+00:00,catalog-api-9b2e1,catalog-api,0,309.86,0.4842,0,
catalog-api-9b2e1_641,2026-07-13T09:10:41+00:00,catalog-api-9b2e1,catalog-api,0,307.61,0.4806,0,
catalog-api-9b2e1_642,2026-07-13T09:10:42+00:00,catalog-api-9b2e1,catalog-api,0,316.57,0.4946,0,
catalog-api-9b2e1_643,2026-07-13T09:10:43+00:00,catalog-api-9b2e1,catalog-api,0,305.96,0.4781,0,
catalog-api-9b2e1_644,2026-07-13T09:10:44+00:00,catalog-api-9b2e1,catalog-api,0,338.52,0.5289,0,
catalog-api-9b2e1_645,2026-07-13T09:10:45+00:00,catalog-api-9b2e1,catalog-api,0,341.31,0.5333,0,
catalog-api-9b2e1_646,2026-07-13T09:10:46+00:00,catalog-api-9b2e1,catalog-api,0,337.75,0.5277,0,
catalog-api-9b2e1_647,2026-07-13T09:10:47+00:00,catalog-api-9b2e1,catalog-api,0,320.69,0.5011,0,
catalog-api-9b2e1_648,2026-07-13T09:10:48+00:00,catalog-api-9b2e1,catalog-api,0,303.35,0.474,0,
catalog-api-9b2e1_649,2026-07-13T09:10:49+00:00,catalog-api-9b2e1,catalog-api,0,323.44,0.5054,0,
catalog-api-9b2e1_650,2026-07-13T09:10:50+00:00,catalog-api-9b2e1,catalog-api,0,326.44,0.5101,0,
catalog-api-9b2e1_651,2026-07-13T09:10:51+00:00,catalog-api-9b2e1,catalog-api,0,295.17,0.4612,0,
catalog-api-9b2e1_652,2026-07-13T09:10:52+00:00,catalog-api-9b2e1,catalog-api,0,301.74,0.4715,0,
catalog-api-9b2e1_653,2026-07-13T09:10:53+00:00,catalog-api-9b2e1,catalog-api,0,290.51,0.4539,0,
catalog-api-9b2e1_654,2026-07-13T09:10:54+00:00,catalog-api-9b2e1,catalog-api,0,308.29,0.4817,0,
catalog-api-9b2e1_655,2026-07-13T09:10:55+00:00,catalog-api-9b2e1,catalog-api,0,327.74,0.5121,0,
catalog-api-9b2e1_656,2026-07-13T09:10:56+00:00,catalog-api-9b2e1,catalog-api,0,318.66,0.4979,0,
catalog-api-9b2e1_657,2026-07-13T09:10:57+00:00,catalog-api-9b2e1,catalog-api,0,308.62,0.4822,0,
catalog-api-9b2e1_658,2026-07-13T09:10:58+00:00,catalog-api-9b2e1,catalog-api,0,314.13,0.4908,0,
catalog-api-9b2e1_659,2026-07-13T09:10:59+00:00,catalog-api-9b2e1,catalog-api,0,315.93,0.4936,0,
catalog-api-9b2e1_660,2026-07-13T09:11:00+00:00,catalog-api-9b2e1,catalog-api,0,334.55,0.5227,0,
catalog-api-9b2e1_661,2026-07-13T09:11:01+00:00,catalog-api-9b2e1,catalog-api,0,258.97,0.4046,0,
catalog-api-9b2e1_662,2026-07-13T09:11:02+00:00,catalog-api-9b2e1,catalog-api,0,262.49,0.4101,0,
catalog-api-9b2e1_663,2026-07-13T09:11:03+00:00,catalog-api-9b2e1,catalog-api,0,252.38,0.3943,0,
catalog-api-9b2e1_664,2026-07-13T09:11:04+00:00,catalog-api-9b2e1,catalog-api,0,263.2,0.4113,0,
catalog-api-9b2e1_665,2026-07-13T09:11:05+00:00,catalog-api-9b2e1,catalog-api,0,255.63,0.3994,0,
catalog-api-9b2e1_666,2026-07-13T09:11:06+00:00,catalog-api-9b2e1,catalog-api,0,260.64,0.4073,0,
catalog-api-9b2e1_667,2026-07-13T09:11:07+00:00,catalog-api-9b2e1,catalog-api,0,266.83,0.4169,0,
catalog-api-9b2e1_668,2026-07-13T09:11:08+00:00,catalog-api-9b2e1,catalog-api,0,252.68,0.3948,0,
catalog-api-9b2e1_669,2026-07-13T09:11:09+00:00,catalog-api-9b2e1,catalog-api,0,257.81,0.4028,0,
catalog-api-9b2e1_670,2026-07-13T09:11:10+00:00,catalog-api-9b2e1,catalog-api,0,262.98,0.4109,0,
catalog-api-9b2e1_671,2026-07-13T09:11:11+00:00,catalog-api-9b2e1,catalog-api,0,269.04,0.4204,0,
catalog-api-9b2e1_672,2026-07-13T09:11:12+00:00,catalog-api-9b2e1,catalog-api,0,264.53,0.4133,0,
catalog-api-9b2e1_673,2026-07-13T09:11:13+00:00,catalog-api-9b2e1,catalog-api,0,254.88,0.3982,0,
catalog-api-9b2e1_674,2026-07-13T09:11:14+00:00,catalog-api-9b2e1,catalog-api,0,253.96,0.3968,0,
catalog-api-9b2e1_675,2026-07-13T09:11:15+00:00,catalog-api-9b2e1,catalog-api,0,257.88,0.4029,0,
catalog-api-9b2e1_676,2026-07-13T09:11:16+00:00,catalog-api-9b2e1,catalog-api,0,248.08,0.3876,0,
catalog-api-9b2e1_677,2026-07-13T09:11:17+00:00,catalog-api-9b2e1,catalog-api,0,261.51,0.4086,0,
catalog-api-9b2e1_678,2026-07-13T09:11:18+00:00,catalog-api-9b2e1,catalog-api,0,266.93,0.4171,0,
catalog-api-9b2e1_679,2026-07-13T09:11:19+00:00,catalog-api-9b2e1,catalog-api,0,261.33,0.4083,0,
catalog-api-9b2e1_680,2026-07-13T09:11:20+00:00,catalog-api-9b2e1,catalog-api,0,257.17,0.4018,0,
catalog-api-9b2e1_681,2026-07-13T09:11:21+00:00,catalog-api-9b2e1,catalog-api,0,263.08,0.4111,0,
catalog-api-9b2e1_682,2026-07-13T09:11:22+00:00,catalog-api-9b2e1,catalog-api,0,252.36,0.3943,0,
catalog-api-9b2e1_683,2026-07-13T09:11:23+00:00,catalog-api-9b2e1,catalog-api,0,256.61,0.401,0,
catalog-api-9b2e1_684,2026-07-13T09:11:24+00:00,catalog-api-9b2e1,catalog-api,0,271.15,0.4237,0,
catalog-api-9b2e1_685,2026-07-13T09:11:25+00:00,catalog-api-9b2e1,catalog-api,0,251.79,0.3934,0,
catalog-api-9b2e1_686,2026-07-13T09:11:26+00:00,catalog-api-9b2e1,catalog-api,0,259.88,0.4061,0,
catalog-api-9b2e1_687,2026-07-13T09:11:27+00:00,catalog-api-9b2e1,catalog-api,0,259.0,0.4047,0,
catalog-api-9b2e1_688,2026-07-13T09:11:28+00:00,catalog-api-9b2e1,catalog-api,0,258.57,0.404,0,
catalog-api-9b2e1_689,2026-07-13T09:11:29+00:00,catalog-api-9b2e1,catalog-api,0,272.73,0.4261,0,
catalog-api-9b2e1_690,2026-07-13T09:11:30+00:00,catalog-api-9b2e1,catalog-api,0,260.3,0.4067,0,
catalog-api-9b2e1_691,2026-07-13T09:11:31+00:00,catalog-api-9b2e1,catalog-api,0,258.55,0.404,0,
catalog-api-9b2e1_692,2026-07-13T09:11:32+00:00,catalog-api-9b2e1,catalog-api,0,270.73,0.423,0,
catalog-api-9b2e1_693,2026-07-13T09:11:33+00:00,catalog-api-9b2e1,catalog-api,0,259.94,0.4062,0,
catalog-api-9b2e1_694,2026-07-13T09:11:34+00:00,catalog-api-9b2e1,catalog-api,0,265.29,0.4145,0,
catalog-api-9b2e1_695,2026-07-13T09:11:35+00:00,catalog-api-9b2e1,catalog-api,0,264.21,0.4128,0,
catalog-api-9b2e1_696,2026-07-13T09:11:36+00:00,catalog-api-9b2e1,catalog-api,0,261.77,0.409,0,
catalog-api-9b2e1_697,2026-07-13T09:11:37+00:00,catalog-api-9b2e1,catalog-api,0,261.66,0.4088,0,
catalog-api-9b2e1_698,2026-07-13T09:11:38+00:00,catalog-api-9b2e1,catalog-api,0,250.09,0.3908,0,
catalog-api-9b2e1_699,2026-07-13T09:11:39+00:00,catalog-api-9b2e1,catalog-api,0,250.47,0.3914,0,
catalog-api-9b2e1_700,2026-07-13T09:11:40+00:00,catalog-api-9b2e1,catalog-api,0,255.52,0.3992,0,
catalog-api-9b2e1_701,2026-07-13T09:11:41+00:00,catalog-api-9b2e1,catalog-api,0,252.52,0.3946,0,
catalog-api-9b2e1_702,2026-07-13T09:11:42+00:00,catalog-api-9b2e1,catalog-api,0,260.19,0.4065,0,
catalog-api-9b2e1_703,2026-07-13T09:11:43+00:00,catalog-api-9b2e1,catalog-api,0,262.51,0.4102,0,
catalog-api-9b2e1_704,2026-07-13T09:11:44+00:00,catalog-api-9b2e1,catalog-api,0,270.68,0.4229,0,
catalog-api-9b2e1_705,2026-07-13T09:11:45+00:00,catalog-api-9b2e1,catalog-api,0,275.24,0.4301,0,
catalog-api-9b2e1_706,2026-07-13T09:11:46+00:00,catalog-api-9b2e1,catalog-api,0,267.33,0.4177,0,
catalog-api-9b2e1_707,2026-07-13T09:11:47+00:00,catalog-api-9b2e1,catalog-api,0,257.72,0.4027,0,
catalog-api-9b2e1_708,2026-07-13T09:11:48+00:00,catalog-api-9b2e1,catalog-api,0,265.43,0.4147,0,
catalog-api-9b2e1_709,2026-07-13T09:11:49+00:00,catalog-api-9b2e1,catalog-api,0,261.41,0.4085,0,
catalog-api-9b2e1_710,2026-07-13T09:11:50+00:00,catalog-api-9b2e1,catalog-api,0,278.9,0.4358,0,
catalog-api-9b2e1_711,2026-07-13T09:11:51+00:00,catalog-api-9b2e1,catalog-api,0,253.11,0.3955,0,
catalog-api-9b2e1_712,2026-07-13T09:11:52+00:00,catalog-api-9b2e1,catalog-api,0,256.1,0.4002,0,
catalog-api-9b2e1_713,2026-07-13T09:11:53+00:00,catalog-api-9b2e1,catalog-api,0,257.51,0.4024,0,
catalog-api-9b2e1_714,2026-07-13T09:11:54+00:00,catalog-api-9b2e1,catalog-api,0,261.49,0.4086,0,
catalog-api-9b2e1_715,2026-07-13T09:11:55+00:00,catalog-api-9b2e1,catalog-api,0,246.07,0.3845,0,
catalog-api-9b2e1_716,2026-07-13T09:11:56+00:00,catalog-api-9b2e1,catalog-api,0,267.37,0.4178,0,
catalog-api-9b2e1_717,2026-07-13T09:11:57+00:00,catalog-api-9b2e1,catalog-api,0,260.19,0.4065,0,
catalog-api-9b2e1_718,2026-07-13T09:11:58+00:00,catalog-api-9b2e1,catalog-api,0,257.22,0.4019,0,
catalog-api-9b2e1_719,2026-07-13T09:11:59+00:00,catalog-api-9b2e1,catalog-api,0,253.47,0.396,0,
catalog-api-9b2e1_720,2026-07-13T09:12:00+00:00,catalog-api-9b2e1,catalog-api,0,261.41,0.4085,0,
catalog-api-9b2e1_721,2026-07-13T09:12:01+00:00,catalog-api-9b2e1,catalog-api,0,264.52,0.4133,0,
catalog-api-9b2e1_722,2026-07-13T09:12:02+00:00,catalog-api-9b2e1,catalog-api,0,249.9,0.3905,0,
catalog-api-9b2e1_723,2026-07-13T09:12:03+00:00,catalog-api-9b2e1,catalog-api,0,260.08,0.4064,0,
catalog-api-9b2e1_724,2026-07-13T09:12:04+00:00,catalog-api-9b2e1,catalog-api,0,261.31,0.4083,0,
catalog-api-9b2e1_725,2026-07-13T09:12:05+00:00,catalog-api-9b2e1,catalog-api,0,259.36,0.4052,0,
catalog-api-9b2e1_726,2026-07-13T09:12:06+00:00,catalog-api-9b2e1,catalog-api,0,269.24,0.4207,0,
catalog-api-9b2e1_727,2026-07-13T09:12:07+00:00,catalog-api-9b2e1,catalog-api,0,262.78,0.4106,0,
catalog-api-9b2e1_728,2026-07-13T09:12:08+00:00,catalog-api-9b2e1,catalog-api,0,250.1,0.3908,0,
